nct_id,site,title,official_title,status,study_type,phase,conditions,enrollment,start_date,completion_date,primary_outcome,summary,eligibility_criteria,sex,min_age,max_age,officials,locations,therapeutic_areas,fetch_time,query_term,start_date_dt,completion_date_dt,study_duration_days,enrollment_velocity,is_completed,is_terminated
NCT06302933,"ANRS, Emerging Infectious Diseases",Negative Serology by Immunoenzymatic Test (EIA) in HIV-infected Children Treated Early With Antiretroviral in the ANRS-Pediacam Study: Pathophysiological Mechanisms,Negative Serology by Immunoenzymatic Test (EIA) in HIV-infected Children Treated Early With Antiretroviral in the ANRS-Pediacam Study: Pathophysiological Mechanisms,RECRUITING,INTERVENTIONAL,NA,HIV Infections,451,2024-05-02,2025-08-30,"Level of pro-inflammatory and anti-inflammatory cytokines, chimiokines in the plasma","The objective of the study is to identify the pathophysiological mechanisms responsible for the induction and maintenance of negative serologies by EIA tests in HIV-infected children treated early with HAART in the ANRS 12225-Pediacam III cohort in Cameroon

The hypothesis of better control of HIV infection through interactions between immunological, viral, and genetic factors was made to build the following objectives:

* Immunological aspect: lack of humoral response or immune activation
* Virological aspect: Reduced HIV reservoir size
* Determine the HLA phenotype in the different groups of children included and the KIR genotypes.","Inclusion Criteria:

Case control study

* Children included and followed in the ANRS 12225 study - Pediacam III
* Having plasma samples in the bio bank during the above-mentioned periods Case:children with at least one negative HIV serology made by ELISA, permanent or transientduring follow-up.

Control (4 groups)

* HIV-infected children with positive serology and viral load (VL) \<400 copies /ml
* HIV-infected children with positive serology and VL ≥400 copies / ml
* HIV-uninfected children born to HIV-positive mothers
* HIV-uninfected children born to HIV-uninfected mothers Selection of cases and controls will be matched on gestational age (premature \<37, term ≥37 weeks) and year of birth (2007-2008 and 2009-2010).

Cross sectional study Inclusion criteria

* All children still followed in the ANRS - Pediacam III cohort
* Written consent of one of the parents or the guardian and assent of the child if aged ≥ 11 years and complete disclosure of HIV statusfor infected children for participation to the study.

Exclusion Criteria:

* Refusal by one of the parents or the guardian for the child's participation in the study
* No assent of the child (if aged ≥ 11 years and with complete disclosure of HIV status, for infected children)",ALL,,,,Cameroon,HIV Infections,2025-11-03T08:19:37.644053,whooping cough,2024-05-02,2025-08-30,485.0,0.9298969072164949,False,False
NCT02096263,GlaxoSmithKline,"Study to Determine the Immunogenicity and Safety of GlaxoSmithKline (GSK) Biologicals; Infanrix Hexa at 2, 4 and 6 Months of Age in Healthy Infants","Immunogenicity and Safety Study of GSK Biologicals' Infanrix Hexa at 2, 4 and 6 Months of Age in Healthy Infants",COMPLETED,INTERVENTIONAL,PHASE3,"Poliomyelitis, Diphtheria, Haemophilus Influenzae Type b, Tetanus, Acellular Pertussis, Hepatitis B",585,2014-04-16,2015-11-13,"Antibody Concentrations for Pertussis Toxoid (Anti-PT), Filamentous Hemagglutinin (Anti-FHA) and Pertactin (Anti-PRN).","The purpose of this study is to assess the immunogenicity and safety of GSK Biologicals' Infanrix hexa vaccine when administered to healthy infants as primary vaccination at 2, 4 and 6 months of age, co-administered with Prevnar and Rotarix with a booster dose of GSK Biologicals' Infanrix and Hiberix vaccines at 15-18 months of age.","Inclusion Criteria:

* Subjects' parent(s)/ Legally Acceptable Representative(s) (LARs) who, in the opinion of the investigator, can and will comply, with the requirements of the protocol.
* A male or female between, and including, 6 and 12 weeks of age at the time of the first vaccination.
* Born full-term (i.e. after a gestation period of 37 weeks to less than 42 completed weeks \[259 to 293 days\]).
* Written informed consent obtained from parent(s)/LAR(s) of the subject.
* Healthy subjects as established by medical history and clinical examination before entering into the study.
* Infants who have not received a previous dose of hepatitis B vaccine or those who have received only 1 dose of hepatitis B vaccine administered at least 30 days prior to enrolment.

Exclusion Criteria:

* Child in care
* Use of any investigational or non-registered product (drug or vaccine) other than the study vaccines within 30 days preceding the first dose of study vaccines, or planned use during the study period.
* Chronic administration (defined as more than 14 days in total) of immunosuppressants or other immune-modifying drugs since birth. For corticosteroids, this will mean prednisone ≥ 0.5 mg/kg/day, or equivalent. Inhaled and topical steroids are allowed.
* Planned administration/administration of a vaccine not foreseen by the study protocol within the period starting from 30 days before the first vaccination until 30 days after Dose 3 (Epoch 001, primary vaccination) and from 30 days before the booster Dose 4 until 30 days after booster Dose 4 (Epoch 002, booster vaccination), i.e. the end of the study:

  * Inactivated influenza and hepatitis A vaccines are allowed throughout the study.
  * Routine administration(s) of vaccines are allowed from 30 days after the last dose of primary vaccination until 30 days before the booster dose and after post-booster blood sampling. Routine administration of measles-mumps-rubella vaccine, varicella, pneumococcal vaccines are allowed from 30 days after last dose of primary vaccine until 30 days before booster dose and from post-booster blood sampling, as well as according to the recommended immunization schedule in US.
* Concurrently participating in another clinical study, at any time during the study period, in which the subject has been or will be exposed to an investigational or a non-investigational product (pharmaceutical product or device).
* History of Hib, diphtheria, tetanus, pertussis, pneumococcal, rotavirus, poliovirus and hepatitis B diseases.
* Previous vaccination against Hib, diphtheria, tetanus, pertussis, pneumococcus, rotavirus and/or poliovirus; more than one previous dose of hepatitis B vaccine.
* Any confirmed or suspected immunosuppressive or immunodeficient condition, based on medical history and physical examination (no laboratory testing required).
* Family history of congenital or hereditary immunodeficiency.
* History of any reaction or hypersensitivity likely to be exacerbated by any component of the vaccines (including yeast).
* Hypersensitivity to latex.
* Major congenital defects or serious chronic illness.
* History of any neurological disorders including seizures.
* Administration of immunoglobulins and/or any blood products since birth or planned administration during the study period.
* History of intussusception or of any uncorrected congenital malformation of the gastrointestinal tract that would predispose the infant to intussusception.
* History of Severe Combined Immunodeficiency Disease (SCID).
* Acute disease and/or fever at the time of enrolment.

  * Fever is defined as temperature ≥38.0°C /100.4°F by any route. The preferred route for recording temperature in this study will be rectal for Epoch 001 and axillary for Epoch 002.
  * Subjects with a minor illness (such as mild diarrhea, mild upper respiratory infection) without fever may, be enrolled at the discretion of the investigator.",ALL,6 Weeks,12 Weeks,GSK Clinical Trials (STUDY_DIRECTOR),United States,"Poliomyelitis, Diphtheria, Haemophilus Influenzae Type b, Tetanus, Acellular Pertussis, Hepatitis B",2025-11-03T08:19:37.644053,whooping cough,2014-04-16,2015-11-13,576.0,1.015625,True,False
NCT03893448,Merck Sharp & Dohme LLC,"Safety, Tolerability, and Immunogenicity of V114 in Healthy Infants (V114-029)","A Phase 3, Multicenter, Randomized, Double-blind, Active-Comparator-controlled Study to Evaluate the Safety, Tolerability, and Immunogenicity of a 4-dose Regimen of V114 in Healthy Infants (PNEU-PED)",COMPLETED,INTERVENTIONAL,PHASE3,"Pneumococcal Infections, Pneumococcal Vaccines",1720,2019-06-19,2021-05-24,Percentage of Participants With Solicited Injection-Site Adverse Events (AEs) in V114 Versus Prevnar 13™,"The purpose of this study is to evaluate the safety, tolerability, and immunogenicity of V114 in healthy infants. The primary hypotheses are that: 1) V114 is non-inferior to Prevnar 13™ for the 13 shared serotypes between V114 and Prevnar 13™ based on response rates at 30 days following Dose 3; 2) V114 is non-inferior to Prevnar 13™ for the 2 unique V114 serotypes based on the response rate of the 2 unique V114 serotypes compared with the lowest response rate of any of the shared serotypes in Prevnar 13™, excluding serotype 3, at 30 days following Dose 3; 3) V114 is non-inferior to Prevnar 13™ for the 13 shared serotypes based on anti-pneumococcal polysaccharide (PnPs) serotype-specific immunoglobulin g (IgG) geometric mean concentrations (GMCs) at 30 days following Dose 3; 4) V114 is non-inferior to Prevnar 13™ for the 2 unique V114 serotypes based on the anti-PnPs serotype-specific IgG GMCs of the 2 unique V114 serotypes compared with the lowest IgG GMC of any of the shared serotypes in Prevnar 13™, excluding serotype 3, at 30 days following Dose 3; 5) V114 is non-inferior to Prevnar 13™ for the 13 shared serotypes between V114 and Prevnar 13™ based on anti-PnPs serotype-specific IgG GMCs at 30 days following Dose 4; and 6) V114 is non-inferior to Prevnar 13™ for the 2 unique V114 serotypes based on anti-PnPs serotype-specific IgG GMCs of the 2 unique V114 serotypes compared with the lowest IgG GMC of any of the shared serotypes in Prevnar 13, excluding serotype 3, at 30 days following Dose 4.","Inclusion Criteria:

* Is healthy (based on a review of medical history and physical examination) in the clinical judgement of the investigator
* Has a legally acceptable representative who understands the study procedures, alternate treatments available, and risks involved with the study and voluntarily agrees to participate by giving written informed consent.

Exclusion Criteria:

* Has a history of invasive pneumococcal disease (IPD; positive blood culture, positive cerebrospinal fluid culture, or other sterile site) or known history of other culture positive pneumococcal disease.
* Has a known hypersensitivity to any component of the pneumococcal conjugate vaccine (PCV), any component of the licensed pediatric vaccines to be administered concomitantly in the study, or any diphtheria toxoid-containing vaccine.
* Has any contraindication to the concomitant study vaccines being administered in the study.
* Had a recent febrile illness (rectal temperature ≥38.1°C \[=100.5°F\] or axillary temperature ≥37.8°C \[=100.0°F\]) occurring within 72 hours prior to receipt of study vaccine.",ALL,42 Days,90 Days,Medical Director (STUDY_DIRECTOR),"Thailand, Turkey (Türkiye), United States, Puerto Rico","Pneumococcal Infections, Pneumococcal Vaccines",2025-11-03T08:19:37.644053,whooping cough,2019-06-19,2021-05-24,705.0,2.4397163120567376,True,False
NCT01436396,Sanofi,Study of Yellow Fever Vaccine Administered With Tetravalent Dengue Vaccine in Healthy Toddlers,Immunogenicity and Safety of Yellow Fever Vaccine (Stamaril®) Administered Concomitantly With Tetravalent Dengue Vaccine in Healthy Toddlers at 12-13 Months of Age in Colombia and Peru,COMPLETED,INTERVENTIONAL,PHASE3,"Dengue, Dengue Hemorrhagic Fever, Yellow Fever",792,2011-09-07,2013-09-02,Percentage of Flavi Virus (FV) Non-immune Participants With Seroconversion Against YF Antigen After Vaccination With Yellow Fever (YF) Vaccine (Stamaril®) Concomitantly With Either CYD Dengue Vaccine or a Placebo,"The study was designed to evaluate whether the first CYD dengue vaccination can be administered concomitantly with Stamaril® yellow fever vaccine during the same day and visit, but at 2 different sites of administration.

Primary Objective:

* To demonstrate the non-inferiority of the immune response against Yellow Fever (YF) in flavivirus (FV) non-immune subjects at baseline receiving one dose of Stamaril vaccine administered concomitantly with the first dose of CYD dengue vaccine compared to participants receiving one dose of Stamaril vaccine concomitantly with placebo.

Secondary Objectives:

* To assess the non-inferiority of YF immune response 28 days post-Stamaril vaccination based on seroconversion rates regardless of the FV status of participants at baseline.
* To describe the YF immune response 28 days post-Stamaril vaccination in both groups.
* To describe the antibody (Ab) response to each dengue virus serotype 28 days post CYD dengue vaccine (Visit \[V\] 05 and V07), following CYD dengue vaccine Dose 1 and Dose 2 from Group 2 versus following CYD dengue vaccine Dose 2 and Dose 3 for Group 1 (effect of YF vaccination).
* To describe the safety of Stamaril vaccine administered concomitantly with the first dose of CYD dengue vaccine, or Stamaril administered concomitantly with placebo.
* To describe the safety of CYD dengue vaccine after the first dose of CYD dengue vaccine administered concomitantly with Stamaril vaccine or CYD vaccine administered alone.
* To describe the safety of the CYD dengue vaccine in all participants after each dose.","Inclusion Criteria:

* Aged 12 to 13 months on the day of inclusion.
* Born at full term of pregnancy (\>=37 weeks) and with a birth weight \>=2.5 kg as reported by the parent/legally acceptable representative.
* Participant in good health, based on medical history and physical examination.
* Participant had completed his/her vaccination schedule according to the official immunization calendar of Colombia and/or Peru, respectively.
* Informed consent form had been signed and dated by the parent(s) or other legally acceptable representative (and by 2 independent witnesses if required by local regulations).
* Participant and parent/legally acceptable representative/tutor able to attend all scheduled visits and to comply with all trial procedures.

Exclusion Criteria:

* Participation in another clinical trial investigating a vaccine, drug, medical device, or medical procedure in the 4 weeks preceding the first trial vaccination.
* Planned participation in another clinical trial during the present trial period.
* Planned receipt of any vaccine in the 4 weeks following first trial vaccination.
* Previous vaccination against YF, hepatitis A, or measles, mumps and rubella.
* Receipt of blood or blood-derived products in the past 3 months which might interfere with assessment of the immune response.
* Known or suspected congenital or acquired immunodeficiency; or receipt of immunosuppressive therapy such as anti-cancer chemotherapy or radiation therapy within the preceding 6 weeks or long-term systemic corticosteroid therapy (prednisone or equivalent for more than 2 consecutive weeks within the past 3 months).
* Personal known seropositivity for human immunodeficiency virus (HIV) as reported by the parent/legally acceptable representative.
* History of previous maternal vaccination against YF as reported by the parent/legally acceptable representative.
* Personal history of YF or dengue infection/disease as reported by the parent/legally acceptable representative.
* Known systemic hypersensitivity to any of the vaccine components of the vaccines that were used in the trial, or history of a life-threatening reaction to the vaccines used in the trial or to vaccines containing any of the same substances.
* History of contraindication to receipt of vaccines containing components of Stamaril® (yellow fever vaccine), measles, mumps and rubella vaccine, hepatitis A vaccine, pneumococcal conjugated vaccine or of diphtheria (D) toxoid, tetanus (T) toxoid, pertussis toxoid (PT), filamentous hemagglutinin (FHA), polyribosylribitol phosphate (PRP) and polio or other diphtheria, tetanus and pertussis vaccine (e.g., DTwP).
* Thrombocytopenia, as reported by the parent/legally acceptable representative.
* Bleeding disorder, or receipt of anticoagulants in the 3 weeks preceding inclusion, contraindicating intramuscular (IM) vaccination.
* History of central nervous system disorder or disease, including seizures.
* Personal history of thymic pathology (e.g., thymoma), and/or thymectomy.
* Chronic illness that, in the opinion of the Investigator, is at a stage where it might interfere with trial conduct or completion.
* Identified as a child (adopted or natural) of the Investigator or of employees of the Investigator or study center, with direct involvement in the proposed study or other studies under the direction of that Investigator or study center.",ALL,12 Months,13 Months,Medical Director (STUDY_DIRECTOR),"Peru, Colombia","Dengue, Dengue Hemorrhagic Fever, Yellow Fever",2025-11-03T08:19:37.644053,whooping cough,2011-09-07,2013-09-02,726.0,1.0909090909090908,True,False
NCT03491020,Wake Forest University Health Sciences,Emission Patterns of Respiratory Pathogens,Emission Patterns of Respiratory Pathogens,WITHDRAWN,OBSERVATIONAL,,Pathogen Transmission,0,2024-12,2025-05,particle size distribution patterns: ICU,"Airborne transmission represents one of the most rapidly spreading and dangerous dissemination mechanisms for pathogens. Public health strategies to prevent and control the often explosive outbreaks associated with such pathogens are: 1) vaccination and treatment, if available, 2) isolation and barrier precautions such as face masks, and 3) decontamination of the exposed areas and surfaces. A lack of understanding how these pathogens are transmitted hampers the ability to develop effective prevention measures. This study will be used to collect preliminary data of the emission patterns of respiratory pathogens.","Inclusion Criteria:

* patients \>18 years of age admitted to the ED or an inpatient care unit of Wake Forest Baptist Medical Center (WFBMC)
* Positive

Exclusion Criteria:

* positive respiratory pathogen tests",ALL,18 Years,,"Werner Bischoff, MD (PRINCIPAL_INVESTIGATOR)",,Pathogen Transmission,2025-11-03T08:19:37.644053,whooping cough,,,,0.0,False,False
NCT03621670,GlaxoSmithKline,Safety and Immunogenicity of GSK Meningococcal Group B Vaccine and 13-valent Pneumococcal Vaccine Administered Concomitantly With Routine Infant Vaccines to Healthy Infants,Safety and Immunogenicity of GSK Meningococcal Group B Vaccine and 13-valent Pneumococcal Vaccine Administered Concomitantly With Routine Infant Vaccines to Healthy Infants,COMPLETED,INTERVENTIONAL,PHASE3,"Infections, Meningococcal",1196,2018-07-27,2024-12-27,Percentages of subjects with solicited local (administration site event) and systemic Adverse Events (AEs),"The purpose of this study is to evaluate the safety and immunogenicity of Bexsero (meningococcal group B vaccine-rMenB+OMV NZ) in North American infants 6 weeks through 12 weeks of age, when administered concomitantly with Pneumococcal conjugate vaccine (PCV 13) and other recommended routine infant vaccines(RIV).","Inclusion Criteria:

All subjects must satisfy all the following criteria at study entry:

* Subjects' parent(s)/Legally Acceptable Representative(s) \[LAR(s)\] who, in the opinion of the investigator, can and will comply, with the requirements of the protocol (e.g. completion of the eDiary, return for follow-up visits).
* Written informed consent obtained from the parent(s)/LAR(s) of the subject prior to performing any study specific procedure.
* A male or female between, and including, 42 and 84 days of age (i.e., 6 through 12 weeks) at the time of the 1st vaccination.
* Healthy subjects as established by medical history and clinical examination before entering into the study.
* Born full-term (i.e. after a gestation period of ≥ 38 weeks).

Exclusion Criteria:

If any exclusion criterion applies, the subject must not be included in the study:

• Child in care

Each subject must not have:

* Progressive, unstable or uncontrolled clinical conditions.
* Hypersensitivity, including allergy to any component of vaccines, medicinal product or medical equipment whose use is foreseen in this study.
* Hypersensitivity to latex.
* Clinical conditions representing a contraindication to intramuscular vaccination and blood draws.
* Abnormal function of the immune system resulting from:

  * Clinical conditions.
  * Systemic administration of corticosteroids (PO/IV/IM) for more than 14 consecutive days from birth.
  * Administration of antineoplastic and immunomodulating agents or radiotherapy for any duration from birth.
  * Autoimmune disorders (including, but not limited to: blood, endocrine, hepatic, muscular, nervous system or skin autoimmune disorders; lupus erythematosus and associated conditions; rheumatoid arthritis and associated conditions; scleroderma and associated disorders) or immunodeficiency syndromes (including, but not limited to: acquired immunodeficiency syndromes and primary immunodeficiency syndromes).
* Received immunoglobulins or any blood products from birth.
* Received an investigational or non-registered medicinal product from birth.
* Any other clinical condition that, in the opinion of the investigator, might pose additional risk to the subject due to participation in the study.
* Neuroinflammatory disorders (including but not limited to: demyelinating disorders, encephalitis or myelitis of any origin), congenital and peripartum neurological conditions, encephalopathies, seizures (including all subtypes such as: absence seizures, generalised tonic-clonic seizures, partial complex seizures, partial simple seizures or febrile convulsions).
* Congenital or peripartum disorders resulting in a chronic condition (including but not limited to: chromosomal abnormalities, cerebral palsy, metabolism or synthesis disorders, cardiac disorders).
* Study personnel as an immediate family or household member.
* Current or previous, confirmed or suspected disease caused by N. meningitidis
* Household contact with and/or intimate exposure from birth to an individual with laboratory confirmed N. meningitidis and/or Streptococcus pneumoniae infection or colonization.
* Previous administration of meningococcal B or pneumococcal vaccine at any time prior to informed consent.
* Received a dose of DTPa-HBV-IPV, HRV, MMR, VV and/or Hib at any time prior to informed consent. Receipt of one dose of HBV up to 4 weeks prior to informed con-sent is allowed.
* Serious chronic illness.
* Uncorrected congenital malformation (such as Meckel's diverticulum) of the gastrointestinal tract that would predispose for Intussusception (IS).",ALL,6 Weeks,12 Weeks,GSK Clinical Trials (STUDY_DIRECTOR),"United Kingdom, United States, Puerto Rico","Infections, Meningococcal",2025-11-03T08:19:37.644053,whooping cough,2018-07-27,2024-12-27,2345.0,0.5100213219616204,True,False
NCT02338752,"Fuda Cancer Hospital, Guangzhou",Safety and Efficacy Study of Mix Vaccine in Pancreatic Carcinoma Patient,Safety Issue and Efficacy Study of Combining Mix Vaccine and Standard Therapy in the Treatment of Pancreatic Carcinoma Patient,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Pancreatic Neoplasms,20,2015-01,2015-08,efficacy as measured by modified Response Evaluation Criteria In Solid Tumors (RECIST) criteria version 1.1,The purpose of this study is to evaluate the safeness and effectiveness of mix vaccine (MV). Enrolled patients will receive standard treatment according to National Comprehensive Cancer Network (NCCN) guide line with or without combining MV injection. The efficacy and side effect will be compared between the two groups.,"Inclusion Criteria:

* 1.Patients diagnosed with pancreatic carcinoma based on histology
* 2.Evaluable lesions on imaging study
* 3.Without known immunodeficiency
* 4.Age \>18 and \<80 years ago

Exclusion Criteria:

* 1.Patients is unable or unwilling to sign informed consent
* 2.Any autoimmune disorder, which is currently being treated with prednisone or any other immune suppressive medication
* 3.Positive HIV and/or RPR (rapid plasma reagin)
* 4.Female patient who is pregnant or breast feeding
* 5.Patients, based on the opinion pf the investigator, should not be enrolled into this study
* 6.Prior anti-cancer vaccine or biological immunotherapy
* 7.Allergic to any known ingredient of the MV compound",ALL,18 Years,18 Years,"Kecheng Xu, MD (STUDY_CHAIR)",China,Pancreatic Neoplasms,2025-11-03T08:19:37.644053,whooping cough,,,,0.0,True,False
NCT03388034,Institut Pasteur,Pertussis Immunization Programs in Low Income Countries - Ivory Coast,Pertussis Immunization Programs in Low Income Countries - Ivory Coast,COMPLETED,OBSERVATIONAL,,"Bordetella Pertussis, Whooping Cough",789,2019-04-11,2021-07-21,Proportion of biologically confirmed cases of pertussis in patients under 6 months old admitted into hospital with clinical signs corresponding to whooping cough syndrome.,"Due to waning of infectious as well as vaccine immunity and lack of vaccination boosters, a large number of adolescents and adults are no longer immunized against Bordetella pertussis, the agent of whooping cough and consequently may contract whooping cough. Furthermore, these populations represent a reservoir of the infectious agent from which the dissemination to non-immune infants is possible, causing severe illness, or even death, in this age group.

Few studies have been carried out on whooping cough in developing countries (incidence, contaminator's age, etc.) and, specifically, none have assessed the duration of protection induced by the whole cell pertussis (wP) vaccine mainly presently used in these countries.

However, data on the duration of vaccine induced protection are essential to determine i) the usefulness of vaccine boosters and ii) the target age group for these boosters.

The aims of the present study are:

* To evaluate the proportion of confirmed pertussis cases in infants presenting whooping cough syndrome (WP1a)
* To evaluate the proportion of confirmed pertussis cases or healthy carriers among contact cases
* To determine origin of the infant's contamination (WP1b)
* To determine the duration of protection induced by the wP vaccines used in contact cases and the child population aged 3 to 15 yo (WP1b and WP2)
* To bring new scientific evidences documenting the potential need for initiating boosters (WP1b and WP2)
* To allow a comparison of the results with those obtained using the same methodology for the acellular pertussis vaccine and/or in other contexts. Potential implications for the use of pertussis vaccines in low and moderate income countries.
* To increase local capabilities by the transfer of materials and expertise that will make the diagnosis of pertussis possible in the centres of reference and strengthen a pertussis monitoring network in the implicated countries.
* To improve children's health through a better match of the vaccination schedule according to the reality of the situation.","Inclusion Criteria (Cohort 1):

* Infants under 6 months old
* Presenting clinical signs of a whooping cough syndrome
* Written consent obtained from a parent/guardian of the child

Inclusion Criteria (Cohort 2):

* People in regular and prolonged contact (\>3h per day) with the index case for at least 15 days before the signs of whooping cough occurred in the infected child, living (or not) in the same household.
* For the adults, written consent obtained.
* For minors under 7 yo: written consent obtained from a parent/guardian.
* For minors over 7 yo: written consent obtained from parent/guardian and oral assent obtained from the child.

Inclusion Criteria (Cohort 3):

* Child aged between 3 and 15 yo
* Up to date first pertussis vaccination (vaccination booklet or official register)
* Last pertussis vaccination done more than one year before inclusion
* For minors under 7 yo: written consent obtained from parent/guardian.
* For minors over 7 yo: written consent obtained from parent/guardian and oral assent obtained from the child.

Exclusion Criteria (Cohort 3):

* Pertussis vaccination done more than one year before inclusion",ALL,,,"Fabien TAIEB, MD, MSc, MPH (PRINCIPAL_INVESTIGATOR), Man-Koumba SOUMAHORO, PhD (PRINCIPAL_INVESTIGATOR), Nicole GUISO, PhD (STUDY_CHAIR)",Côte d’Ivoire,"Bordetella Pertussis, Whooping Cough",2025-11-03T08:19:37.644053,whooping cough,2019-04-11,2021-07-21,832.0,0.9483173076923077,True,False
NCT00127855,GlaxoSmithKline,Dose Ranging Study of Combined Haemophilus Influenzae Type B-Meningococcal Serogroups CY (Hib-MenCY-TT) Vaccine,"A Phase II, Open (Partially Double-blind), Randomised, Controlled, Multicentre, Primary Vaccination Study to Evaluate the Immunogenicity (Including Immune Memory), Reactogenicity and Safety of Three Different Formulations of the GSK Biologicals' Combined Haemophilus Influenzae Type B-meningococcal Serogroups CY Conjugate Vaccine Given Concomitantly With Infanrix® Penta and Prevenar®, Versus ActHIB® and Meningitec® Given Concomitantly With Infanrix® Penta and Versus ActHIB® Given Concomitantly With Infanrix® Penta and Prevenar® in Infants According to a 2-4-6 Month Schedule.",COMPLETED,INTERVENTIONAL,PHASE2,"Haemophilus Influenzae Type b, Neisseria Meningitidis",409,2003-03-01,2004-02-12,Number of Subjects With Anti-polyribosyl Ribitol Phosphate (Anti-PRP) Antibody Concentrations Greater Than or Equal to 1 Milligram Per Milliliter,"This study evaluated the safety and immunogenicity of 3 formulations of Hib-MenCY-TT vaccine compared to 2 control groups receiving licensed meningococcal serogroup C conjugate vaccine and/or licensed Hib conjugate vaccine administered at 2, 4, and 6 months of age. Antibody persistence and immune responses to polysaccharide vaccine boosters were additionally assessed at 11 to 14 months of age.","Inclusion criteria:

* A male or female between, and including, 6 and 12 weeks (42-90 days) of age at the time of the first vaccination.
* Written informed consent obtained from the parent or guardian of the subject.
* Free of obvious health problems as established by medical history and clinical examination before entering into the study.
* Vaccinated against hepatitis B at birth.
* Born after a gestation period of 36 - 42 weeks.

Exclusion criteria:

* Use of any investigational or non-registered drug or vaccine other than the study vaccine(s) within 30 days preceding the first dose of study vaccine, or planned use during the study period.
* Chronic administration of immunosuppressants or other immune-modifying drugs since birth
* Any chronic drug therapy to be continued during the study period.
* Planned administration/ administration of a vaccine not foreseen by the study protocol within one month of the first dose of vaccine(s).
* Previous vaccination against diphtheria, tetanus, pertussis, polio, N. meningitidis of serogroups C and Y, Haemophilus influenzae type b or Streptococcus pneumoniae.
* History of or known exposure to diphtheria, tetanus, pertussis, polio, or invasive diseases due to N. meningitidis of serogroups C and Y, Haemophilus influenzae type b or Streptococcus pneumoniae.
* Any confirmed or suspected immunosuppressive or immunodeficient condition, including human immunodeficiency virus (HIV) infection.
* A family history of congenital or hereditary immunodeficiency.
* History of allergic disease or reactions likely to be exacerbated by any component of the vaccines.
* Major congenital defects or serious chronic illness.
* History of any neurologic disorders or seizures.
* Acute disease at the time of enrolment.
* Administration of immunoglobulins and/or any blood products since birth or planned administration during the study period.",ALL,6 Weeks,12 Weeks,GSK Clinical Trials (STUDY_DIRECTOR),Australia,"Haemophilus Influenzae Type b, Neisseria Meningitidis",2025-11-03T08:19:37.644053,whooping cough,2003-03-01,2004-02-12,348.0,1.1752873563218391,True,False
NCT00954499,Women's College Hospital,Reducing Pain in Four- to Six-month Old Infants Undergoing Immunization Using a Multi-modal Approach,Reducing Pain in Four- to Six-month Old Infants Undergoing Immunization Using a Multi-modal Approach,COMPLETED,INTERVENTIONAL,NA,Pain From Immunization,120,2009-07,2010-11,"Pain response to immunization, as measured by the Modified Behavioral Pain Scale (MBPS).","The aim of this study is to answer the following question: In healthy infants aged four to six months undergoing routine immunization for diphtheria, tetanus, acellular pertussis, inactivated poliovirus and Haemophilus influenzae type B (DTaP-IPV-Hib) and pneumococcal conjugate vaccine (PCV) while receiving a combination of proven analgesic interventions (least painful injection technique, holding by parent, and oral sucrose solution) and non-procedural talk by the parent, does the addition of rubbing near the site of injection reduce pain as measured by the Modified Behavioral Pain Scale (MBPS) to a greater extent than no rubbing?","Inclusion Criteria:

* healthy infants
* 4 to 6 months old
* routine immunization with DTaP-IPV-Hib and PCV

Exclusion Criteria:

* impaired neurological development
* history of seizure
* use of topical local anaesthetics at the injection site
* use of sedatives or narcotics in the preceding 24 hours
* fever or illness that would prevent administration of the vaccine
* parent is unable to use the assessment tools in the study
* parent does not speak English
* prior participation in this trial",ALL,4 Months,6 Months,"Anna Taddio, B.Sc.Phm, M.Sc., Ph.D. (PRINCIPAL_INVESTIGATOR)",Canada,Pain From Immunization,2025-11-03T08:19:37.644053,whooping cough,,,,0.0,True,False
